reaction,origin,rule
R03446,map_rn2ko_viaEC_1minus,frozenset({'K05521'})
R03447,map_rn2ko_viaEC_1minus,frozenset({'K05951'})
R03465,map_rn2ko_viaEC_1minus,frozenset({'K11949'})
R03466,map_rn2ko_viaEC_1minus,frozenset({'K11948'})
R03473,map_rn2ko_viaEC_1minus,frozenset({'K00982'})
R03474,map_rn2ko_viaEC_1minus,frozenset({'K00982'})
R03482,map_rn2ko_viaEC_1minus,frozenset({'K03434'})
R03486,map_rn2ko_viaEC_1minus,frozenset({'K01988'})
R03488,map_rn2ko_viaEC_1minus,frozenset({'K03370'})
R03490,map_rn2ko_viaEC_1minus,frozenset({'K00725'})
R03513,map_rn2ko_viaEC_1minus,frozenset({'K00739'})
R03516,map_rn2ko_viaEC_1minus,frozenset({'K00905'})
R03523,map_rn2ko_viaEC_1minus,frozenset({'K01563'})
R03529,map_rn2ko_viaEC_1minus,frozenset({'K00221'})
R03553,map_rn2ko_viaEC_1minus,frozenset({'K01022'})
R03567,map_rn2ko_viaEC_1minus,frozenset({'K22213'})
R03568,map_rn2ko_viaEC_1minus,frozenset({'K03380'})
R03570,map_rn2ko_viaEC_1minus,frozenset({'K18447'})
R03615,map_rn2ko_viaEC_1minus,frozenset({'K05280'})
R03622,map_rn2ko_viaEC_1minus,frozenset({'K20613'})
R03633,map_rn2ko_viaEC_1minus,frozenset({'K12635'})
R03642,map_rn2ko_viaEC_1minus,frozenset({'K22279'})
R03701,map_rn2ko_viaEC_1minus,frozenset({'K00569'})
R03704,map_rn2ko_viaEC_1minus,frozenset({'K04094'})
R03712,map_rn2ko_viaEC_1minus,frozenset({'K17689'})
R03716,map_rn2ko_viaEC_1minus,frozenset({'K00037'})
R03732,map_rn2ko_viaEC_1minus,frozenset({'K04940'})
R03748,map_rn2ko_viaEC_1minus,frozenset({'K05898'})
R03753,map_rn2ko_viaEC_1minus,frozenset({'K23231'})
R03754,map_rn2ko_viaEC_1minus,frozenset({'K09881'})
R03770,map_rn2ko_viaEC_1minus,frozenset({'K17880'})
R03771,map_rn2ko_viaEC_1minus,frozenset({'K14205'})
R03779,map_rn2ko_viaEC_1minus,frozenset({'K05940'})
R03793,map_rn2ko_viaEC_1minus,frozenset({'K15054'})
R03797,map_rn2ko_viaEC_1minus,frozenset({'K12930'})
R03804,map_rn2ko_viaEC_1minus,frozenset({'K13566'})
R03818,map_rn2ko_viaEC_1minus,frozenset({'K21569'})
R03827,map_rn2ko_viaEC_1minus,frozenset({'K13082'})
R03829,map_rn2ko_viaEC_1minus,frozenset({'K13680'})
R03830,map_rn2ko_viaEC_1minus,frozenset({'K01560'})
R03854,map_rn2ko_viaEC_1minus,frozenset({'K00596'})
R03870,map_rn2ko_viaEC_1minus,frozenset({'K19794'})
R03880,map_rn2ko_viaEC_1minus,frozenset({'K22772'})
R03923,map_rn2ko_viaEC_1minus,frozenset({'K03151'})
R03956,map_rn2ko_viaEC_1minus,frozenset({'K05941'})
R03959,map_rn2ko_viaEC_1minus,frozenset({'K01856'})
R03979,map_rn2ko_viaEC_1minus,frozenset({'K01045'})
R03980,map_rn2ko_viaEC_1minus,frozenset({'K01130'})
R03987,map_rn2ko_viaEC_1minus,frozenset({'K11822'})
R03992,map_rn2ko_viaEC_1minus,frozenset({'K00671'})
R03996,map_rn2ko_viaEC_1minus,frozenset({'K00749'})
R04023,map_rn2ko_viaEC_1minus,frozenset({'K08240'})
R04024,map_rn2ko_viaEC_1minus,frozenset({'K00675'})
R04033,map_rn2ko_viaEC_1minus,frozenset({'K00553'})
R04036,map_rn2ko_viaEC_1minus,frozenset({'K05914'})
R04041,map_rn2ko_viaEC_1minus,frozenset({'K00712'})
R04042,map_rn2ko_viaEC_1minus,frozenset({'K09809'})
R04062,map_rn2ko_viaEC_1minus,frozenset({'K18826'})
R04073,map_rn2ko_viaEC_1minus,frozenset({'K00476'})
R04080,map_rn2ko_viaEC_1minus,frozenset({'K15393'})
R04090,map_rn2ko_viaEC_1minus,frozenset({'K01069'})
R04096,map_rn2ko_viaEC_1minus,frozenset({'K00253'})
R04102,map_rn2ko_viaEC_1minus,frozenset({'K21731'})
R04118,map_rn2ko_viaEC_1minus,frozenset({'K05991'})
R04133,map_rn2ko_viaEC_1minus,frozenset({'K05921'})
R04139,map_rn2ko_viaEC_1minus,frozenset({'K22604'})
R04140,map_rn2ko_viaEC_1minus,frozenset({'K20766'})
R04141,map_rn2ko_viaEC_1minus,frozenset({'K03927'})
R04145,map_rn2ko_viaEC_1minus,frozenset({'K18804'})
R04149,map_rn2ko_viaEC_1minus,frozenset({'K01127'})
R04150,map_rn2ko_viaEC_1minus,frozenset({'K01661'})
R04167,map_rn2ko_viaEC_1minus,frozenset({'K22200'})
R04168,map_rn2ko_viaEC_1minus,frozenset({'K08728'})
R04182,map_rn2ko_viaEC_1minus,frozenset({'K00722'})
R04183,map_rn2ko_viaEC_1minus,frozenset({'K01204'})
R04190,map_rn2ko_viaEC_1minus,frozenset({'K00573'})
R04192,map_rn2ko_viaEC_1minus,frozenset({'K19573'})
R04206,map_rn2ko_viaEC_1minus,frozenset({'K01689'})
R04239,map_rn2ko_viaEC_1minus,frozenset({'K00277'})
R04260,map_rn2ko_viaEC_1minus,frozenset({'K03464'})
R04264,map_rn2ko_viaEC_1minus,frozenset({'K12408'})
R04267,map_rn2ko_viaEC_1minus,frozenset({'K21500'})
R04268,map_rn2ko_viaEC_1minus,frozenset({'K01462'})
R04274,map_rn2ko_viaEC_1minus,frozenset({'K01974'})
R04281,map_rn2ko_viaEC_1minus,frozenset({'K04128'})
R04291,map_rn2ko_viaEC_1minus,frozenset({'K08239'})
R04319,map_rn2ko_viaEC_1minus,frozenset({'K00219'})
R04330,map_rn2ko_viaEC_1minus,frozenset({'K00038'})
R04332,map_rn2ko_viaEC_1minus,frozenset({'K18801'})
R04339,map_rn2ko_viaEC_1minus,frozenset({'K18258'})
R04340,map_rn2ko_viaEC_1minus,frozenset({'K18258'})
R04343,map_rn2ko_viaEC_1minus,frozenset({'K13648'})
R04366,map_rn2ko_viaEC_1minus,frozenset({'K05525'})
R04373,map_rn2ko_viaEC_1minus,frozenset({'K01125'})
R04401,map_rn2ko_viaEC_1minus,frozenset({'K00906'})
R04423,map_rn2ko_viaEC_1minus,frozenset({'K00709'})
R04433,map_rn2ko_viaEC_1minus,frozenset({'K00311'})
R04437,map_rn2ko_viaEC_1minus,frozenset({'K06072'})
R04459,map_rn2ko_viaEC_1minus,frozenset({'K06038'})
R04461,map_rn2ko_viaEC_1minus,frozenset({'K23515'})
R04466,map_rn2ko_viaEC_1minus,frozenset({'K10532'})
R04477,map_rn2ko_viaEC_1minus,frozenset({'K02852'})
R04483,map_rn2ko_viaEC_1minus,frozenset({'K07748'})
R04484,map_rn2ko_viaEC_1minus,frozenset({'K22247'})
R04493,map_rn2ko_viaEC_1minus,frozenset({'K03766'})
R04501,map_rn2ko_viaEC_1minus,frozenset({'K07750'})
R04502,map_rn2ko_viaEC_1minus,frozenset({'K03842'})
R04503,map_rn2ko_viaEC_1minus,frozenset({'K22078'})
R04514,map_rn2ko_viaEC_1minus,frozenset({'K00678'})
R04523,map_rn2ko_viaEC_1minus,frozenset({'K00485'})
R04527,map_rn2ko_viaEC_1minus,frozenset({'K17624'})
R04548,map_rn2ko_viaEC_1minus,frozenset({'K00709'})
R04552,map_rn2ko_viaEC_1minus,frozenset({'K00079'})
R04563,map_rn2ko_viaEC_1minus,frozenset({'K01942'})
R04564,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R04575,map_rn2ko_viaEC_1minus,frozenset({'K00727'})
R04581,map_rn2ko_viaEC_1minus,frozenset({'K13005'})
R04582,map_rn2ko_viaEC_1minus,frozenset({'K01942'})
R04583,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R04584,map_rn2ko_viaEC_1minus,frozenset({'K00725'})
R04604,map_rn2ko_viaEC_1minus,frozenset({'K01942'})
R04608,map_rn2ko_viaEC_1minus,frozenset({'K01063'})
R04613,map_rn2ko_viaEC_1minus,frozenset({'K05363'})
R04630,map_rn2ko_viaEC_1minus,frozenset({'K03370'})
R04632,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R04642,map_rn2ko_viaEC_1minus,frozenset({'K13748'})
R04647,map_rn2ko_viaEC_1minus,frozenset({'K03370'})
R04649,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R04653,map_rn2ko_viaEC_1minus,frozenset({'K00736'})
R04654,map_rn2ko_viaEC_1minus,frozenset({'K00742'})
R04661,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R04665,map_rn2ko_viaEC_1minus,frozenset({'K00744'})
R04671,map_rn2ko_viaEC_1minus,frozenset({'K01824'})
R04713,map_rn2ko_viaEC_1minus,frozenset({'K13384'})
R04715,map_rn2ko_viaEC_1minus,frozenset({'K13383'})
R04716,map_rn2ko_viaEC_1minus,frozenset({'K13396'})
R04729,map_rn2ko_viaEC_1minus,frozenset({'K01796'})
R04730,map_rn2ko_viaEC_1minus,frozenset({'K06047'})
R04733,map_rn2ko_viaEC_1minus,frozenset({'K00990'})
R04785,map_rn2ko_viaEC_1minus,frozenset({'K01053'})
R04827,map_rn2ko_viaEC_1minus,frozenset({'K16051'})
R04868,map_rn2ko_viaEC_1minus,frozenset({'K10852'})
R04915,map_rn2ko_viaEC_1minus,frozenset({'K20209'})
R05002,map_rn2ko_viaEC_1minus,frozenset({'K03843'})
R05109,map_rn2ko_viaEC_1minus,frozenset({'K00725'})
R05113,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R05155,map_rn2ko_viaEC_1minus,frozenset({'K21821'})
R05162,map_rn2ko_viaEC_1minus,frozenset({'K13383'})
R05163,map_rn2ko_viaEC_1minus,frozenset({'K12936'})
R05173,map_rn2ko_viaEC_1minus,frozenset({'K06033'})
R05182,map_rn2ko_viaEC_1minus,frozenset({'K00597'})
R05296,map_rn2ko_viaEC_1minus,frozenset({'K10216'})
R05310,map_rn2ko_viaEC_1minus,frozenset({'K14582'})
R05325,map_rn2ko_viaEC_1minus,frozenset({'K08236'})
R05326,map_rn2ko_viaEC_1minus,frozenset({'K15533'})
R05327,map_rn2ko_viaEC_1minus,frozenset({'K00752'})
R05328,map_rn2ko_viaEC_1minus,frozenset({'K03692'})
R05329,map_rn2ko_viaEC_1minus,frozenset({'K00809'})
R05330,map_rn2ko_viaEC_1minus,frozenset({'K08764'})
R05334,map_rn2ko_viaEC_1minus,frozenset({'K00276'})
R05373,map_rn2ko_viaEC_1minus,frozenset({'K01578'})
R05391,map_rn2ko_viaEC_1minus,frozenset({'K01860'})
R05421,map_rn2ko_viaEC_1minus,frozenset({'K01045'})
R05548,map_rn2ko_viaEC_1minus,frozenset({'K01045'})
R05566,map_rn2ko_viaEC_1minus,frozenset({'K05946'})
R05631,map_rn2ko_viaEC_1minus,frozenset({'K00719'})
R05635,map_rn2ko_viaEC_1minus,frozenset({'K01462'})
R05682,map_rn2ko_viaEC_1minus,frozenset({'K13981'})
R05711,map_rn2ko_viaEC_1minus,frozenset({'K03206'})
R05713,map_rn2ko_viaEC_1minus,frozenset({'K22364'})
R05715,map_rn2ko_viaEC_1minus,frozenset({'K17883'})
R05716,map_rn2ko_viaEC_1minus,frozenset({'K17883'})
R05719,map_rn2ko_viaEC_1minus,frozenset({'K20209'})
R05720,map_rn2ko_viaEC_1minus,frozenset({'K21821'})
R05721,map_rn2ko_viaEC_1minus,frozenset({'K09162'})
R05722,map_rn2ko_viaEC_1minus,frozenset({'K00477'})
R05724,map_rn2ko_viaEC_1minus,frozenset({'K05916'})
R05725,map_rn2ko_viaEC_1minus,frozenset({'K05916'})
R05733,map_rn2ko_viaEC_1minus,frozenset({'K07750'})
R05734,map_rn2ko_viaEC_1minus,frozenset({'K07750'})
R05739,map_rn2ko_viaEC_1minus,frozenset({'K00499'})
R05743,map_rn2ko_viaEC_1minus,frozenset({'K05919'})
R05744,map_rn2ko_viaEC_1minus,frozenset({'K12508'})
R05746,map_rn2ko_viaEC_1minus,frozenset({'K18916'})
R05753,map_rn2ko_viaEC_1minus,frozenset({'K21647'})
R05755,map_rn2ko_viaEC_1minus,frozenset({'K07755'})
R05756,map_rn2ko_viaEC_1minus,frozenset({'K07755'})
R05758,map_rn2ko_viaEC_1minus,frozenset({'K22589'})
R05761,map_rn2ko_viaEC_1minus,frozenset({'K22363'})
R05762,map_rn2ko_viaEC_1minus,frozenset({'K22363'})
R05763,map_rn2ko_viaEC_1minus,frozenset({'K00598'})
R05764,map_rn2ko_viaEC_1minus,frozenset({'K22438'})
R05767,map_rn2ko_viaEC_1minus,frozenset({'K03731'})
R05769,map_rn2ko_viaEC_1minus,frozenset({'K08237'})
R05777,map_rn2ko_viaEC_1minus,frozenset({'K07766'})
R05778,map_rn2ko_viaEC_1minus,frozenset({'K16421'})
R05779,map_rn2ko_viaEC_1minus,frozenset({'K07766'})
R05782,map_rn2ko_viaEC_1minus,frozenset({'K06016'})
R05791,map_rn2ko_viaEC_1minus,frozenset({'K05978'})
R05792,map_rn2ko_viaEC_1minus,frozenset({'K01065'})
R05793,map_rn2ko_viaEC_1minus,frozenset({'K08095'})
R05797,map_rn2ko_viaEC_1minus,frozenset({'K05973'})
R05806,map_rn2ko_viaEC_1minus,frozenset({'K05961'})
R05862,map_rn2ko_viaEC_1minus,frozenset({'K03153'})
R05863,map_rn2ko_viaEC_1minus,frozenset({'K03153'})
R05995,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R06000,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R06003,map_rn2ko_viaEC_1minus,frozenset({'K03370'})
R06005,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R06007,map_rn2ko_viaEC_1minus,frozenset({'K03370'})
R06009,map_rn2ko_viaEC_1minus,frozenset({'K03371'})
R06013,map_rn2ko_viaEC_1minus,frozenset({'K00742'})
R06020,map_rn2ko_viaEC_1minus,frozenset({'K00706'})
R06034,map_rn2ko_viaEC_1minus,frozenset({'K00690'})
R06036,map_rn2ko_viaEC_1minus,frozenset({'K00695'})
R06040,map_rn2ko_viaEC_1minus,frozenset({'K00691'})
R06044,map_rn2ko_viaEC_1minus,frozenset({'K03731'})
R06045,map_rn2ko_viaEC_1minus,frozenset({'K00749'})
R06049,map_rn2ko_viaEC_1minus,frozenset({'K00703'})
R06052,map_rn2ko_viaEC_1minus,frozenset({'K05341'})
R06053,map_rn2ko_viaEC_1minus,frozenset({'K05342'})
R06054,map_rn2ko_viaEC_1minus,frozenset({'K23082'})
R06056,map_rn2ko_viaEC_1minus,frozenset({'K00702'})
R06057,map_rn2ko_viaEC_1minus,frozenset({'K15533'})
R06059,map_rn2ko_viaEC_1minus,frozenset({'K20811'})
R06068,map_rn2ko_viaEC_1minus,frozenset({'K00752'})
R06073,map_rn2ko_viaEC_1minus,frozenset({'K00696'})
R06078,map_rn2ko_viaEC_1minus,frozenset({'K01210'})
R06079,map_rn2ko_viaEC_1minus,frozenset({'K00692'})
R06100,map_rn2ko_viaEC_1minus,frozenset({'K01193'})
R06101,map_rn2ko_viaEC_1minus,frozenset({'K01193'})
R06102,map_rn2ko_viaEC_1minus,frozenset({'K01193'})
R06110,map_rn2ko_viaEC_1minus,frozenset({'K01220'})
R06115,map_rn2ko_viaEC_1minus,frozenset({'K01232'})
R06122,map_rn2ko_viaEC_1minus,frozenset({'K01019'})
R06126,map_rn2ko_viaEC_1minus,frozenset({'K05886'})
R06140,map_rn2ko_viaEC_1minus,frozenset({'K17624'})
R06157,map_rn2ko_viaEC_1minus,frozenset({'K05991'})
R06158,map_rn2ko_viaEC_1minus,frozenset({'K01196'})
R06160,map_rn2ko_viaEC_1minus,frozenset({'K01208'})
R06172,map_rn2ko_viaEC_1minus,frozenset({'K02563'})
R06175,map_rn2ko_viaEC_1minus,frozenset({'K01233'})
R06176,map_rn2ko_viaEC_1minus,frozenset({'K18673'})
R06206,map_rn2ko_viaEC_1minus,frozenset({'K01212'})
R06207,map_rn2ko_viaEC_1minus,frozenset({'K01192'})
R06208,map_rn2ko_viaEC_1minus,frozenset({'K03332'})
R06218,map_rn2ko_viaEC_1minus,frozenset({'K05343'})
R06225,map_rn2ko_viaEC_1minus,frozenset({'K15855'})
R06229,map_rn2ko_viaEC_1minus,frozenset({'K02819'})
R06239,map_rn2ko_viaEC_1minus,frozenset({'K01184'})
R06241,map_rn2ko_viaEC_1minus,frozenset({'K01452'})
R06242,map_rn2ko_viaEC_1minus,frozenset({'K01727'})
R06243,map_rn2ko_viaEC_1minus,frozenset({'K06044'})
R06244,map_rn2ko_viaEC_1minus,frozenset({'K19069'})
R06245,map_rn2ko_viaEC_1minus,frozenset({'K16213'})
R06246,map_rn2ko_viaEC_1minus,frozenset({'K19069'})
R06247,map_rn2ko_viaEC_1minus,frozenset({'K19069'})
R06249,map_rn2ko_viaEC_1minus,frozenset({'K01730'})
R06250,map_rn2ko_viaEC_1minus,frozenset({'K01051'})
R06251,map_rn2ko_viaEC_1minus,frozenset({'K00661'})
R06278,map_rn2ko_viaEC_1minus,frozenset({'K13648'})
R06279,map_rn2ko_viaEC_1minus,frozenset({'K01019'})
R06283,map_rn2ko_viaEC_1minus,frozenset({'K05991'})
R06289,map_rn2ko_viaEC_1minus,frozenset({'K17883'})
R06290,map_rn2ko_viaEC_1minus,frozenset({'K17883'})
R06821,map_rn2ko_viaEC_1minus,frozenset({'K13264'})
R06862,map_rn2ko_viaEC_1minus,frozenset({'K17100'})
R06863,map_rn2ko_viaEC_1minus,frozenset({'K00615'})
R07059,map_rn2ko_viaEC_1minus,frozenset({'K02377'})
R07060,map_rn2ko_viaEC_1minus,frozenset({'K02377'})
R07128,map_rn2ko_viaEC_1minus,frozenset({'K21823'})
R07133,map_rn2ko_viaEC_1minus,frozenset({'K00068'})
R07135,map_rn2ko_viaEC_1minus,frozenset({'K00095'})
R07140,map_rn2ko_viaEC_1minus,frozenset({'K00121'})
R07141,map_rn2ko_viaEC_1minus,frozenset({'K22374'})
R07142,map_rn2ko_viaEC_1minus,frozenset({'K22374'})
R07145,map_rn2ko_viaEC_1minus,frozenset({'K00008'})
R07148,map_rn2ko_viaEC_1minus,frozenset({'K00064'})
R07149,map_rn2ko_viaEC_1minus,frozenset({'K07748'})
R07158,map_rn2ko_viaEC_1minus,frozenset({'K03738'})
R07164,map_rn2ko_viaEC_1minus,frozenset({'K06989'})
R07165,map_rn2ko_viaEC_1minus,frozenset({'K06989'})
R07166,map_rn2ko_viaEC_1minus,frozenset({'K19746'})
R07172,map_rn2ko_viaEC_1minus,frozenset({'K13411'})
R07175,map_rn2ko_viaEC_1minus,frozenset({'K08255'})
R07176,map_rn2ko_viaEC_1minus,frozenset({'K00390'})
R07183,map_rn2ko_viaEC_1minus,frozenset({'K20148'})
R07184,map_rn2ko_viaEC_1minus,frozenset({'K05282'})
R07185,map_rn2ko_viaEC_1minus,frozenset({'K18054'})
R07186,map_rn2ko_viaEC_1minus,frozenset({'K18054'})
R07187,map_rn2ko_viaEC_1minus,frozenset({'K18054'})
R07191,map_rn2ko_viaEC_1minus,frozenset({'K03391'})
R07201,map_rn2ko_viaEC_1minus,frozenset({'K18229'})
R07224,map_rn2ko_viaEC_1minus,frozenset({'K13079'})
R07225,map_rn2ko_viaEC_1minus,frozenset({'K13079'})
R07230,map_rn2ko_viaEC_1minus,frozenset({'K07754'})
R07242,map_rn2ko_viaEC_1minus,frozenset({'K21553'})
R07247,map_rn2ko_viaEC_1minus,frozenset({'K18847'})
R07248,map_rn2ko_viaEC_1minus,frozenset({'K18851'})
R07249,map_rn2ko_viaEC_1minus,frozenset({'K22247'})
R07255,map_rn2ko_viaEC_1minus,frozenset({'K12931'})
R07256,map_rn2ko_viaEC_1minus,frozenset({'K00695'})
R07258,map_rn2ko_viaEC_1minus,frozenset({'K00736'})
R07259,map_rn2ko_viaEC_1minus,frozenset({'K00737'})
R07264,map_rn2ko_viaEC_1minus,frozenset({'K10231'})
R07265,map_rn2ko_viaEC_1minus,frozenset({'K22248'})
R07266,map_rn2ko_viaEC_1minus,frozenset({'K12939'})
R07277,map_rn2ko_viaEC_1minus,frozenset({'K14271'})
R07282,map_rn2ko_viaEC_1minus,frozenset({'K00962'})
R07285,map_rn2ko_viaEC_1minus,frozenset({'K00989'})
R07287,map_rn2ko_viaEC_1minus,frozenset({'K11822'})
R07290,map_rn2ko_viaEC_1minus,frozenset({'K07749'})
R07293,map_rn2ko_viaEC_1minus,frozenset({'K07188'})
R07303,map_rn2ko_viaEC_1minus,frozenset({'K07047'})
R07311,map_rn2ko_viaEC_1minus,frozenset({'K05977'})
R07313,map_rn2ko_viaEC_1minus,frozenset({'K10028'})
R07329,map_rn2ko_viaEC_1minus,frozenset({'K00475'})
R07330,map_rn2ko_viaEC_1minus,frozenset({'K00545'})
R07331,map_rn2ko_viaEC_1minus,frozenset({'K13259'})
R07332,map_rn2ko_viaEC_1minus,frozenset({'K13263'})
R07337,map_rn2ko_viaEC_1minus,frozenset({'K13080'})
R07339,map_rn2ko_viaEC_1minus,frozenset({'K22794'})
R07344,map_rn2ko_viaEC_1minus,frozenset({'K01859'})
R07347,map_rn2ko_viaEC_1minus,frozenset({'K20154'})
R07348,map_rn2ko_viaEC_1minus,frozenset({'K20154'})
R07351,map_rn2ko_viaEC_1minus,frozenset({'K08695'})
R07352,map_rn2ko_viaEC_1minus,frozenset({'K08695'})
R07353,map_rn2ko_viaEC_1minus,frozenset({'K06137'})
R07360,map_rn2ko_viaEC_1minus,frozenset({'K05906'})
R07361,map_rn2ko_viaEC_1minus,frozenset({'K08071'})
R07362,map_rn2ko_viaEC_1minus,frozenset({'K00463'})
R07366,map_rn2ko_viaEC_1minus,frozenset({'K05277'})
R07367,map_rn2ko_viaEC_1minus,frozenset({'K13077'})
R07368,map_rn2ko_viaEC_1minus,frozenset({'K05278'})
R07369,map_rn2ko_viaEC_1minus,frozenset({'K13083'})
R07370,map_rn2ko_viaEC_1minus,frozenset({'K13083'})
R07374,map_rn2ko_viaEC_1minus,frozenset({'K10214'})
R07375,map_rn2ko_viaEC_1minus,frozenset({'K13262'})
R07398,map_rn2ko_viaEC_1minus,frozenset({'K01127'})
R07477,map_rn2ko_viaEC_1minus,frozenset({'K00809'})
R07478,map_rn2ko_viaEC_1minus,frozenset({'K00809'})
R07479,map_rn2ko_viaEC_1minus,frozenset({'K00809'})
R07480,map_rn2ko_viaEC_1minus,frozenset({'K00809'})
R07582,map_rn2ko_viaEC_1minus,frozenset({'K08726'})
R07583,map_rn2ko_viaEC_1minus,frozenset({'K03103'})
R07584,map_rn2ko_viaEC_1minus,frozenset({'K03103'})
R07598,map_rn2ko_viaEC_1minus,frozenset({'K17831'})
R07608,map_rn2ko_viaEC_1minus,frozenset({'K08968'})
R07626,map_rn2ko_viaEC_1minus,frozenset({'K01245'})
R07627,map_rn2ko_viaEC_1minus,frozenset({'K01253'})
R07635,map_rn2ko_viaEC_1minus,frozenset({'K06038'})
R07636,map_rn2ko_viaEC_1minus,frozenset({'K00863'})
R07867,map_rn2ko_viaEC_1minus,frozenset({'K17874'})
R07921,map_rn2ko_viaEC_1minus,frozenset({'K12731'})
R08005,map_rn2ko_viaEC_1minus,frozenset({'K13079'})
R08084,map_rn2ko_viaEC_1minus,frozenset({'K12957'})
R08085,map_rn2ko_viaEC_1minus,frozenset({'K12957'})
R08194,map_rn2ko_viaEC_1minus,frozenset({'K19181'})
R08195,map_rn2ko_viaEC_1minus,frozenset({'K19967'})
R08196,map_rn2ko_viaEC_1minus,frozenset({'K19967'})
R08198,map_rn2ko_viaEC_1minus,frozenset({'K00058'})
R08207,map_rn2ko_viaEC_1minus,frozenset({'K21714'})
R08386,map_rn2ko_viaEC_1minus,frozenset({'K00675'})
R08520,map_rn2ko_viaEC_1minus,frozenset({'K00431'})
R08521,map_rn2ko_viaEC_1minus,frozenset({'K00431'})
R08522,map_rn2ko_viaEC_1minus,frozenset({'K00431'})
R08523,map_rn2ko_viaEC_1minus,frozenset({'K00431'})
R08537,map_rn2ko_viaEC_1minus,frozenset({'K00562'})
R08538,map_rn2ko_viaEC_1minus,frozenset({'K21550'})
R08547,map_rn2ko_viaEC_1minus,frozenset({'K21551'})
R08550,map_rn2ko_viaEC_1minus,frozenset({'K00382'})
R08607,map_rn2ko_viaEC_1minus,frozenset({'K11818'})
R08613,map_rn2ko_viaEC_1minus,frozenset({'K01192'})
R08614,map_rn2ko_viaEC_1minus,frozenset({'K01192'})
R08633,map_rn2ko_viaEC_1minus,frozenset({'K17217'})
R08635,map_rn2ko_viaEC_1minus,frozenset({'K01761'})
R08661,map_rn2ko_viaEC_1minus,frozenset({'K11820'})
R08676,map_rn2ko_viaEC_1minus,frozenset({'K00695'})
R08687,map_rn2ko_viaEC_1minus,frozenset({'K11820'})
R08688,map_rn2ko_viaEC_1minus,frozenset({'K22321'})
R08707,map_rn2ko_viaEC_1minus,frozenset({'K01456'})
R08715,map_rn2ko_viaEC_1minus,frozenset({'K15855'})
R08839,map_rn2ko_viaEC_1minus,frozenset({'K13068'})
R08859,map_rn2ko_viaEC_1minus,frozenset({'K08236'})
R08975,map_rn2ko_viaEC_1minus,frozenset({'K13544'})
R08979,map_rn2ko_viaEC_1minus,frozenset({'K14731'})
R09002,map_rn2ko_viaEC_1minus,frozenset({'K21715'})
R09047,map_rn2ko_viaEC_1minus,frozenset({'K17881'})
R09156,map_rn2ko_viaEC_1minus,frozenset({'K10944'})
R09322,map_rn2ko_viaEC_1minus,frozenset({'K05358'})
R09339,map_rn2ko_viaEC_1minus,frozenset({'K00221'})
R09363,map_rn2ko_viaEC_1minus,frozenset({'K20612'})
R09364,map_rn2ko_viaEC_1minus,frozenset({'K20615'})
R09475,map_rn2ko_viaEC_1minus,frozenset({'K20415'})
R09480,map_rn2ko_viaEC_1minus,frozenset({'K17760'})
R09481,map_rn2ko_viaEC_1minus,frozenset({'K22015'})
R09484,map_rn2ko_viaEC_1minus,frozenset({'K14330'})
R09485,map_rn2ko_viaEC_1minus,frozenset({'K14330'})
R09494,map_rn2ko_viaEC_1minus,frozenset({'K08348'})
R09495,map_rn2ko_viaEC_1minus,frozenset({'K17833'})
R09502,map_rn2ko_viaEC_1minus,frozenset({'K17892'})
R09505,map_rn2ko_viaEC_1minus,frozenset({'K20206'})
R09507,map_rn2ko_viaEC_1minus,frozenset({'K21820'})
R09519,map_rn2ko_viaEC_1minus,frozenset({'K10944'})
R09521,map_rn2ko_viaEC_1minus,frozenset({'K17231'})
R09522,map_rn2ko_viaEC_1minus,frozenset({'K17231'})
R09523,map_rn2ko_viaEC_1minus,frozenset({'K21552'})
R09525,map_rn2ko_viaEC_1minus,frozenset({'K22054'})
R09526,map_rn2ko_viaEC_1minus,frozenset({'K22055'})
R09527,map_rn2ko_viaEC_1minus,frozenset({'K21378'})
R09528,map_rn2ko_viaEC_1minus,frozenset({'K19861'})
R09529,map_rn2ko_viaEC_1minus,frozenset({'K21370'})
R09530,map_rn2ko_viaEC_1minus,frozenset({'K15527'})
R09531,map_rn2ko_viaEC_1minus,frozenset({'K18787'})
R09533,map_rn2ko_viaEC_1minus,frozenset({'K20833'})
R09535,map_rn2ko_viaEC_1minus,frozenset({'K09708'})
R09538,map_rn2ko_viaEC_1minus,frozenset({'K01517'})
R09541,map_rn2ko_viaEC_1minus,frozenset({'K07229'})
R09544,map_rn2ko_viaEC_1minus,frozenset({'K19648'})
R09545,map_rn2ko_viaEC_1minus,frozenset({'K15509'})
R09550,map_rn2ko_viaEC_1minus,frozenset({'K15510'})
R09552,map_rn2ko_viaEC_1minus,frozenset({'K00119'})
R09553,map_rn2ko_viaEC_1minus,frozenset({'K17067'})
