rn,url,ec,ko_list,num_ecs,num_kos,rule,notes
R09831,https://www.genome.jp/entry/R09831,3.2.1.179,K20831,1,1,,
R09833,https://www.genome.jp/entry/R09833,3.6.1.56,K17816,1,1,,
R09850,https://www.genome.jp/entry/R09850,2.7.4.32,,1,0,,
R09859,https://www.genome.jp/entry/R09859,1.14.15.29,K15981,1,1,,
R09862,https://www.genome.jp/entry/R09862,1.14.14.111,K16085,1,1,,
R09863,https://www.genome.jp/entry/R09863,1.14.14.111,K16085,1,1,,
R09864,https://www.genome.jp/entry/R09864,1.14.14.111,K16085,1,1,,
R09868,https://www.genome.jp/entry/R09868,1.14.13.147,K21720,1,1,,
R09870,https://www.genome.jp/entry/R09870,2.1.1.240,K16040,1,1,,
R09871,https://www.genome.jp/entry/R09871,2.1.1.240,K16040,1,1,,
R09876,https://www.genome.jp/entry/R09876,3.5.4.32,K18456,1,1,,
R09879,https://www.genome.jp/entry/R09879,3.6.1.61,K18445,1,1,,
R09880,https://www.genome.jp/entry/R09880,3.6.1.61,K18445,1,1,,
R09881,https://www.genome.jp/entry/R09881,3.6.1.60,,1,0,,
R09882,https://www.genome.jp/entry/R09882,3.6.1.60,,1,0,,
R09888,https://www.genome.jp/entry/R09888,4.2.3.88,K18117,1,1,,
R09891,https://www.genome.jp/entry/R09891,4.2.3.91,K22058,1,1,,
R09892,https://www.genome.jp/entry/R09892,4.2.3.92,K22059,1,1,,
R09894,https://www.genome.jp/entry/R09894,4.2.3.94,K21933,1,1,,
R09895,https://www.genome.jp/entry/R09895,4.2.3.95,K22060,1,1,,
R09897,https://www.genome.jp/entry/R09897,4.2.3.97,K21978,1,1,,
R09898,https://www.genome.jp/entry/R09898,4.2.3.98,K21979,1,1,,
R09900,https://www.genome.jp/entry/R09900,4.2.3.100,K21980,1,1,,
R09901,https://www.genome.jp/entry/R09901,4.2.3.101,,1,0,,
R09902,https://www.genome.jp/entry/R09902,4.2.3.102,,1,0,,
R09906,https://www.genome.jp/entry/R09906,5.4.99.46,K21940,1,1,,
R09909,https://www.genome.jp/entry/R09909,5.4.99.49,K21941,1,1,,
R09910,https://www.genome.jp/entry/R09910,5.4.99.50,K21942,1,1,,
R09911,https://www.genome.jp/entry/R09911,5.4.99.51,K21943,1,1,,
R09915,https://www.genome.jp/entry/R09915,5.4.99.55,K21928,1,1,,
R09918,https://www.genome.jp/entry/R09918,5.5.1.20,K20550,1,1,,
R09925,https://www.genome.jp/entry/R09925,1.14.14.84,K05525,1,1,,
R09926,https://www.genome.jp/entry/R09926,1.1.1.324,K23232,1,1,,
R09927,https://www.genome.jp/entry/R09927,1.1.1.324,K23232,1,1,,
R09928,https://www.genome.jp/entry/R09928,1.1.1.324,K23232,1,1,,
R09929,https://www.genome.jp/entry/R09929,1.1.1.324,K23232,1,1,,
R09930,https://www.genome.jp/entry/R09930,1.1.1.318,K17055,1,1,,
R09932,https://www.genome.jp/entry/R09932,1.1.1.320,K16216,1,1,,
R09933,https://www.genome.jp/entry/R09933,1.1.1.321,,1,0,,
R09934,https://www.genome.jp/entry/R09934,1.14.14.113,K21717,1,1,,
R09935,https://www.genome.jp/entry/R09935,1.14.13.153,,1,0,,
R09937,https://www.genome.jp/entry/R09937,1.14.99.46,K09018,1,1,,
R09938,https://www.genome.jp/entry/R09938,1.17.2.2,K21676,1,1,,
R09939,https://www.genome.jp/entry/R09939,2.1.1.243,K16215,1,1,,
R09940,https://www.genome.jp/entry/R09940,2.1.1.255,K16217,1,1,,
R09946,https://www.genome.jp/entry/R09946,2.7.1.176,K16214,1,1,,
R09948,https://www.genome.jp/entry/R09948,3.5.1.110,K09020,1,1,,
R09949,https://www.genome.jp/entry/R09949,3.5.1.110,K09020,1,1,,
R09950,https://www.genome.jp/entry/R09950,3.5.1.110,K09020,1,1,,
R09958,https://www.genome.jp/entry/R09958,4.1.1.94,K18426,1,1,,
R09960,https://www.genome.jp/entry/R09960,4.2.1.132,K18364,1,1,,
R09961,https://www.genome.jp/entry/R09961,4.2.3.105,K21925,1,1,,
R09962,https://www.genome.jp/entry/R09962,4.2.3.106,K19968,1,1,,
R09963,https://www.genome.jp/entry/R09963,4.2.3.107,K21938,1,1,,
R09964,https://www.genome.jp/entry/R09964,4.2.3.108,K07385,1,1,,
R09965,https://www.genome.jp/entry/R09965,4.2.3.109,,1,0,,
R09966,https://www.genome.jp/entry/R09966,4.2.3.110,K21939,1,1,,
R09968,https://www.genome.jp/entry/R09968,4.2.3.112,K21926,1,1,,
R09970,https://www.genome.jp/entry/R09970,4.2.3.115,,1,0,,
R09971,https://www.genome.jp/entry/R09971,4.2.3.116,,1,0,,
R09973,https://www.genome.jp/entry/R09973,4.2.3.118,K16218,1,1,,
R09974,https://www.genome.jp/entry/R09974,4.2.3.121,K21981,1,1,,
R09975,https://www.genome.jp/entry/R09975,4.2.3.122,,1,0,,
R09976,https://www.genome.jp/entry/R09976,4.2.3.123,K22061,1,1,,
R09984,https://www.genome.jp/entry/R09984,1.1.1.322,,1,0,,
R09985,https://www.genome.jp/entry/R09985,1.1.1.322,,1,0,,
R09986,https://www.genome.jp/entry/R09986,1.1.1.323,,1,0,,
R09987,https://www.genome.jp/entry/R09987,1.1.1.323,,1,0,,
R09988,https://www.genome.jp/entry/R09988,1.1.1.326,K21837,1,1,,
R10001,https://www.genome.jp/entry/R10001,2.1.1.251,K16954,1,1,,
R10003,https://www.genome.jp/entry/R10003,6.2.1.38,,1,0,,
R10004,https://www.genome.jp/entry/R10004,4.2.3.125,K21927,1,1,,
R10005,https://www.genome.jp/entry/R10005,4.2.3.126,K21927,1,1,,
R10006,https://www.genome.jp/entry/R10006,4.2.3.127,K22058,1,1,,
R10008,https://www.genome.jp/entry/R10008,4.2.3.129,K22058,1,1,,
R10017,https://www.genome.jp/entry/R10017,2.1.1.252,,1,0,,
R10021,https://www.genome.jp/entry/R10021,1.1.1.327,K19649,1,1,,
R10023,https://www.genome.jp/entry/R10023,1.14.14.114,K21716,1,1,,
R10024,https://www.genome.jp/entry/R10024,1.14.14.114,K21716,1,1,,
R10025,https://www.genome.jp/entry/R10025,1.14.14.114,K21716,1,1,,
R10026,https://www.genome.jp/entry/R10026,1.14.14.114,K21716,1,1,,
R10044,https://www.genome.jp/entry/R10044,1.14.13.160,K21730,1,1,,
R10045,https://www.genome.jp/entry/R10045,1.14.13.161,,1,0,,
R10047,https://www.genome.jp/entry/R10047,1.14.15.10,,1,0,,
R10048,https://www.genome.jp/entry/R10048,1.18.1.5,K21570,1,1,,
R10051,https://www.genome.jp/entry/R10051,3.7.1.18,K20765,1,1,,
R10054,https://www.genome.jp/entry/R10054,1.4.1.18,K19064,1,1,,
R10059,https://www.genome.jp/entry/R10059,1.21.1.1,K17231,1,1,,
R10062,https://www.genome.jp/entry/R10062,2.1.1.162,,1,0,,
R10063,https://www.genome.jp/entry/R10063,2.4.1.249,,1,0,,
R10064,https://www.genome.jp/entry/R10064,2.6.1.82,K09251,1,1,,
R10069,https://www.genome.jp/entry/R10069,1.14.14.81,K13083,1,1,,
R10075,https://www.genome.jp/entry/R10075,1.3.1.92,K21838,1,1,,
R10076,https://www.genome.jp/entry/R10076,1.14.14.56,K17689,1,1,,
R10081,https://www.genome.jp/entry/R10081,1.14.20.7,K21815,1,1,,
R10098,https://www.genome.jp/entry/R10098,2.4.1.282,K18784,1,1,,
R10104,https://www.genome.jp/entry/R10104,1.2.1.84,K13356,1,1,,
R10109,https://www.genome.jp/entry/R10109,1.13.11.64,K18250,1,1,,
R10110,https://www.genome.jp/entry/R10110,1.13.11.64,K18250,1,1,,
R10111,https://www.genome.jp/entry/R10111,1.13.11.64,K18250,1,1,,
R10112,https://www.genome.jp/entry/R10112,1.1.98.3,K16653,1,1,,
R10113,https://www.genome.jp/entry/R10113,1.1.1.333,K16652,1,1,,
R10114,https://www.genome.jp/entry/R10114,1.1.1.334,K19651,1,1,,
R10133,https://www.genome.jp/entry/R10133,3.5.99.9,K20764,1,1,,
R10134,https://www.genome.jp/entry/R10134,3.1.1.93,K13702,1,1,,
R10135,https://www.genome.jp/entry/R10135,3.1.1.91,K20759,1,1,,
R10143,https://www.genome.jp/entry/R10143,1.14.11.36,K18057,1,1,,
R10144,https://www.genome.jp/entry/R10144,1.14.11.36,K18057,1,1,,
R10153,https://www.genome.jp/entry/R10153,5.4.3.9,K19814,1,1,,
R10165,https://www.genome.jp/entry/R10165,1.7.2.6,K10535,1,1,,
R10167,https://www.genome.jp/entry/R10167,2.1.1.262,K21541,1,1,,
R10168,https://www.genome.jp/entry/R10168,2.1.1.262,K21541,1,1,,
R10169,https://www.genome.jp/entry/R10169,2.1.1.262,K21541,1,1,,
R10172,https://www.genome.jp/entry/R10172,2.3.1.207,K16872,1,1,,
R10173,https://www.genome.jp/entry/R10173,2.3.1.208,K21384,1,1,,
R10176,https://www.genome.jp/entry/R10176,2.5.1.102,,1,0,,
R10179,https://www.genome.jp/entry/R10179,2.6.1.96,K16871,1,1,,
R10189,https://www.genome.jp/entry/R10189,1.1.1.337;1.1.1.375,K05884,2,1,,
R10192,https://www.genome.jp/entry/R10192,1.13.11.65,K18048,1,1,,
R10193,https://www.genome.jp/entry/R10193,1.14.99.47,,1,0,,
R10194,https://www.genome.jp/entry/R10194,1.3.1.97,K21150,1,1,,
R10195,https://www.genome.jp/entry/R10195,2.1.1.263,K21542,1,1,,
R10196,https://www.genome.jp/entry/R10196,2.1.1.263,K21542,1,1,,
R10197,https://www.genome.jp/entry/R10197,2.1.1.263,K21542,1,1,,
R10198,https://www.genome.jp/entry/R10198,2.1.1.263,K21542,1,1,,
R10199,https://www.genome.jp/entry/R10199,2.1.1.263,K21542,1,1,,
R10222,https://www.genome.jp/entry/R10222,1.1.1.345,,1,0,,
R10230,https://www.genome.jp/entry/R10230,1.7.3.6,,1,0,,
R10234,https://www.genome.jp/entry/R10234,2.3.1.212,,1,0,,
R10236,https://www.genome.jp/entry/R10236,2.3.1.213,,1,0,,
R10237,https://www.genome.jp/entry/R10237,2.3.1.215,K21383,1,1,,
R10238,https://www.genome.jp/entry/R10238,2.3.1.216,K21385,1,1,,
R10240,https://www.genome.jp/entry/R10240,2.4.1.294,,1,0,,
R10256,https://www.genome.jp/entry/R10256,2.4.2.51,K17193,1,1,,
R10257,https://www.genome.jp/entry/R10257,2.4.2.50,,1,0,,
R10262,https://www.genome.jp/entry/R10262,2.4.1.298,K12338,1,1,,
R10263,https://www.genome.jp/entry/R10263,2.4.1.297,K12933,1,1,,
R10264,https://www.genome.jp/entry/R10264,2.4.1.296,,1,0,,
R10265,https://www.genome.jp/entry/R10265,2.4.1.295,,1,0,,
R10269,https://www.genome.jp/entry/R10269,4.2.1.137,K18115,1,1,,
R10271,https://www.genome.jp/entry/R10271,4.2.3.135,K22062,1,1,,
R10272,https://www.genome.jp/entry/R10272,4.2.3.136,K21983,1,1,,
R10274,https://www.genome.jp/entry/R10274,4.2.3.138,K21984,1,1,,
R10275,https://www.genome.jp/entry/R10275,4.2.3.139,K21985,1,1,,
R10277,https://www.genome.jp/entry/R10277,4.3.1.28,K20500,1,1,,
R10284,https://www.genome.jp/entry/R10284,4.2.3.142,,1,0,,
R10285,https://www.genome.jp/entry/R10285,4.3.99.4,K20038,1,1,,
R10286,https://www.genome.jp/entry/R10286,5.4.3.10,K20709,1,1,,
R10287,https://www.genome.jp/entry/R10287,5.4.3.11,,1,0,,
R10288,https://www.genome.jp/entry/R10288,4.2.1.93,K17757,1,1,,
R10293,https://www.genome.jp/entry/R10293,2.4.1.295,,1,0,,
R10294,https://www.genome.jp/entry/R10294,2.4.1.295,,1,0,,
R10295,https://www.genome.jp/entry/R10295,2.4.1.295,,1,0,,
R10313,https://www.genome.jp/entry/R10313,1.14.14.115,K17873,1,1,,
R10314,https://www.genome.jp/entry/R10314,1.14.14.115,K17873,1,1,,
R10315,https://www.genome.jp/entry/R10315,1.14.14.115,K17873,1,1,,
R10316,https://www.genome.jp/entry/R10316,1.14.14.115,K17873,1,1,,
R10322,https://www.genome.jp/entry/R10322,1.14.15.13,K17474,1,1,,
R10323,https://www.genome.jp/entry/R10323,1.14.19.70,K17483,1,1,,
R10327,https://www.genome.jp/entry/R10327,1.3.3.13,K21375,1,1,,
R10328,https://www.genome.jp/entry/R10328,1.3.3.13,K21375,1,1,,
R10329,https://www.genome.jp/entry/R10329,1.3.3.13,K21375,1,1,,
R10332,https://www.genome.jp/entry/R10332,1.5.1.47,K17364,1,1,,
R10334,https://www.genome.jp/entry/R10334,2.3.2.20,K21382,1,1,,
R10335,https://www.genome.jp/entry/R10335,2.3.2.21,K17484,1,1,,
R10336,https://www.genome.jp/entry/R10336,2.3.2.22,K17485,1,1,,
R10338,https://www.genome.jp/entry/R10338,2.5.1.104,,1,0,,
R10346,https://www.genome.jp/entry/R10346,3.2.1.185,K18205,1,1,,
R10347,https://www.genome.jp/entry/R10347,3.5.3.24,,1,0,,
R10411,https://www.genome.jp/entry/R10411,1.1.99.35,,1,0,,
R10413,https://www.genome.jp/entry/R10413,1.14.11.40,K20157,1,1,,
R10418,https://www.genome.jp/entry/R10418,1.3.1.103,K21839,1,1,,
R10419,https://www.genome.jp/entry/R10419,1.8.1.18,K18367,1,1,,
R10428,https://www.genome.jp/entry/R10428,1.1.1.359,K18125,1,1,,
R10429,https://www.genome.jp/entry/R10429,1.1.1.359,K18125,1,1,,
R10430,https://www.genome.jp/entry/R10430,2.1.1.280,,1,0,,
R10431,https://www.genome.jp/entry/R10431,2.1.1.281,K21457,1,1,,
R10432,https://www.genome.jp/entry/R10432,2.4.1.303,K18788,1,1,,
R10433,https://www.genome.jp/entry/R10433,2.4.1.304,K21364,1,1,,
R10434,https://www.genome.jp/entry/R10434,2.4.1.305,K21363,1,1,,
R10435,https://www.genome.jp/entry/R10435,2.4.1.306,K21365,1,1,,
R10437,https://www.genome.jp/entry/R10437,1.17.98.2,K21312,1,1,,
R10438,https://www.genome.jp/entry/R10438,1.8.1.18,K18367,1,1,,
R10439,https://www.genome.jp/entry/R10439,2.4.1.308,K21367,1,1,,
R10440,https://www.genome.jp/entry/R10440,2.4.1.309,K21368,1,1,,
R10441,https://www.genome.jp/entry/R10441,2.7.8.38,K19665,1,1,,
R10446,https://www.genome.jp/entry/R10446,1.14.11.39,K18058,1,1,,
R10449,https://www.genome.jp/entry/R10449,2.1.1.275,K18885,1,1,,
R10450,https://www.genome.jp/entry/R10450,2.1.1.276,K18886,1,1,,
R10451,https://www.genome.jp/entry/R10451,2.1.1.277,K21485,1,1,,
R10452,https://www.genome.jp/entry/R10452,2.1.1.278,K18848,1,1,,
R10456,https://www.genome.jp/entry/R10456,2.5.1.109,K21152,1,1,,
R10462,https://www.genome.jp/entry/R10462,2.7.7.86,K17834,1,1,,
R10465,https://www.genome.jp/entry/R10465,2.7.8.40,K21303,1,1,,
R10472,https://www.genome.jp/entry/R10472,2.1.1.283,,1,0,,
R10473,https://www.genome.jp/entry/R10473,2.3.1.224,K21380,1,1,,
R10474,https://www.genome.jp/entry/R10474,2.3.1.224,K21380,1,1,,
R10487,https://www.genome.jp/entry/R10487,1.14.11.43,K21728,1,1,,
R10493,https://www.genome.jp/entry/R10493,4.2.3.143,K21986,1,1,,
R10494,https://www.genome.jp/entry/R10494,4.2.99.22,K20506,1,1,,
R10495,https://www.genome.jp/entry/R10495,6.3.2.40,K23627,1,1,,
R10496,https://www.genome.jp/entry/R10496,6.3.4.22,K06932,1,1,,
R10498,https://www.genome.jp/entry/R10498,2.1.1.282,K15450,1,1,,
R10509,https://www.genome.jp/entry/R10509,5.5.1.22,,1,0,,
R10511,https://www.genome.jp/entry/R10511,1.14.14.14,K07434,1,1,,
R10515,https://www.genome.jp/entry/R10515,1.14.14.14,K07434,1,1,,
R10518,https://www.genome.jp/entry/R10518,1.6.3.2,,1,0,,
R10521,https://www.genome.jp/entry/R10521,1.13.11.76,K15059,1,1,,
R10522,https://www.genome.jp/entry/R10522,1.14.11.42,K18066,1,1,,
R10526,https://www.genome.jp/entry/R10526,2.3.1.228,K18096,1,1,,
R10527,https://www.genome.jp/entry/R10527,1.14.11.43,K21728,1,1,,
R10529,https://www.genome.jp/entry/R10529,2.3.1.229,K18096,1,1,,
R10530,https://www.genome.jp/entry/R10530,3.2.1.186,K20834,1,1,,
R10537,https://www.genome.jp/entry/R10537,6.5.1.5,K18105,1,1,,
R10539,https://www.genome.jp/entry/R10539,1.14.11.44,K21729,1,1,,
R10540,https://www.genome.jp/entry/R10540,1.14.14.120,K20545,1,1,,
R10541,https://www.genome.jp/entry/R10541,6.1.2.2,K20579,1,1,,
R10542,https://www.genome.jp/entry/R10542,1.14.11.44,K21729,1,1,,
R10543,https://www.genome.jp/entry/R10543,6.1.2.2,K20579,1,1,,
R10544,https://www.genome.jp/entry/R10544,6.1.2.2,K20579,1,1,,
R10546,https://www.genome.jp/entry/R10546,3.1.3.91,,1,0,,
R10552,https://www.genome.jp/entry/R10552,4.1.3.44,K15449,1,1,,
R10554,https://www.genome.jp/entry/R10554,5.1.3.26,K19997,1,1,,
R10555,https://www.genome.jp/entry/R10555,5.3.1.29,K18237,1,1,,
R10559,https://www.genome.jp/entry/R10559,1.13.11.71,K10252,1,1,,
R10560,https://www.genome.jp/entry/R10560,1.13.11.70,K17913,1,1,,
R10574,https://www.genome.jp/entry/R10574,1.1.98.5,K21835,1,1,,
R10575,https://www.genome.jp/entry/R10575,1.1.99.39,K18204,1,1,,
R10576,https://www.genome.jp/entry/R10576,1.13.11.77,,1,0,,
R10577,https://www.genome.jp/entry/R10577,1.13.11.77,,1,0,,
R10578,https://www.genome.jp/entry/R10578,1.13.11.77,,1,0,,
R10579,https://www.genome.jp/entry/R10579,3.2.1.187,K18206,1,1,,
R10580,https://www.genome.jp/entry/R10580,3.2.1.188,K20835,1,1,,
R10581,https://www.genome.jp/entry/R10581,3.2.1.189,,1,0,,
R10582,https://www.genome.jp/entry/R10582,3.2.1.190,,1,0,,
R10584,https://www.genome.jp/entry/R10584,4.2.3.133,K22065,1,1,,
R10591,https://www.genome.jp/entry/R10591,1.14.14.121,K20546,1,1,,
R10593,https://www.genome.jp/entry/R10593,1.3.1.105,K18980,1,1,,
R10594,https://www.genome.jp/entry/R10594,2.4.1.310,K16444,1,1,,
R10602,https://www.genome.jp/entry/R10602,1.5.3.22,K19817,1,1,,
R10603,https://www.genome.jp/entry/R10603,1.5.7.2,K22162,1,1,,
R10605,https://www.genome.jp/entry/R10605,2.1.1.291,K13390,1,1,,
R10606,https://www.genome.jp/entry/R10606,2.1.1.291,K13390,1,1,,
R10607,https://www.genome.jp/entry/R10607,2.4.1.314,,1,0,,
R10608,https://www.genome.jp/entry/R10608,2.4.2.55,K21299,1,1,,
R10609,https://www.genome.jp/entry/R10609,2.4.2.56,,1,0,,
R10611,https://www.genome.jp/entry/R10611,2.5.1.114,K07055,1,1,,
R10613,https://www.genome.jp/entry/R10613,2.7.1.180,K03734,1,1,,
R10614,https://www.genome.jp/entry/R10614,2.8.3.19,K18702,1,1,,
R10617,https://www.genome.jp/entry/R10617,3.5.1.115,K18455,1,1,,
R10621,https://www.genome.jp/entry/R10621,3.5.1.114,K18458,1,1,,
R10622,https://www.genome.jp/entry/R10622,3.1.3.94,,1,0,,
R10625,https://www.genome.jp/entry/R10625,1.1.5.10,,1,0,,
R10635,https://www.genome.jp/entry/R10635,1.6.3.5,K18208,1,1,,
R10636,https://www.genome.jp/entry/R10636,1.6.3.5,K18208,1,1,,
R10653,https://www.genome.jp/entry/R10653,2.8.4.4,K14441,1,1,,
R10654,https://www.genome.jp/entry/R10654,2.8.4.4,K14441,1,1,,
R10655,https://www.genome.jp/entry/R10655,2.8.2.36,K21015,1,1,,
R10662,https://www.genome.jp/entry/R10662,1.14.13.187,,1,0,,
R10663,https://www.genome.jp/entry/R10663,1.14.13.187,,1,0,,
R10664,https://www.genome.jp/entry/R10664,1.14.13.187,,1,0,,
R10665,https://www.genome.jp/entry/R10665,1.1.1.367,K19068,1,1,,
R10680,https://www.genome.jp/entry/R10680,2.1.1.300,K21458,1,1,,
R10681,https://www.genome.jp/entry/R10681,2.3.1.232,K19861,1,1,,
R10723,https://www.genome.jp/entry/R10723,1.14.11.45,K20418,1,1,,
R10725,https://www.genome.jp/entry/R10725,1.14.13.189,K21376,1,1,,
R10726,https://www.genome.jp/entry/R10726,4.2.3.80,K14185,1,1,,
R10729,https://www.genome.jp/entry/R10729,1.14.16.7,K03393,1,1,,
R10730,https://www.genome.jp/entry/R10730,1.5.1.48,K19809,1,1,,
R10733,https://www.genome.jp/entry/R10733,4.2.3.82,K22035,1,1,,
R10734,https://www.genome.jp/entry/R10734,4.2.3.83,K22035,1,1,,
R10770,https://www.genome.jp/entry/R10770,6.2.1.42,K18688,1,1,,
R10772,https://www.genome.jp/entry/R10772,6.3.1.18,K20419,1,1,,
R10773,https://www.genome.jp/entry/R10773,4.3.1.9,K22345,1,1,,
R10774,https://www.genome.jp/entry/R10774,4.3.1.9,K22345,1,1,,
R10775,https://www.genome.jp/entry/R10775,4.3.1.9,K22345,1,1,,
R10785,https://www.genome.jp/entry/R10785,1.1.1.374,K18855,1,1,,
R10786,https://www.genome.jp/entry/R10786,1.1.1.375,,1,0,,
R10789,https://www.genome.jp/entry/R10789,1.14.13.195;1.14.13.196,K10531,2,1,,
R10790,https://www.genome.jp/entry/R10790,1.14.13.196,K10531,1,1,,
R10793,https://www.genome.jp/entry/R10793,1.14.14.124,K20980,1,1,,
R10798,https://www.genome.jp/entry/R10798,1.3.1.107,K20145,1,1,,
R10799,https://www.genome.jp/entry/R10799,1.3.1.107,K20145,1,1,,
R10800,https://www.genome.jp/entry/R10800,1.3.1.107,K20145,1,1,,
R10801,https://www.genome.jp/entry/R10801,1.3.1.107,K20145,1,1,,
R10803,https://www.genome.jp/entry/R10803,1.8.98.3,K21816,1,1,,
R10809,https://www.genome.jp/entry/R10809,3.2.1.163,,1,0,,
R10821,https://www.genome.jp/entry/R10821,6.3.2.44,,1,0,,
R10824,https://www.genome.jp/entry/R10824,2.1.1.42,,1,0,,
R10839,https://www.genome.jp/entry/R10839,2.5.1.118,,1,0,,
R10840,https://www.genome.jp/entry/R10840,2.5.1.119,,1,0,,
R10842,https://www.genome.jp/entry/R10842,1.1.1.203,K18981,1,1,,
R10853,https://www.genome.jp/entry/R10853,1.1.3.47,K16873,1,1,,
R10855,https://www.genome.jp/entry/R10855,1.1.3.47,K16873,1,1,,
R10857,https://www.genome.jp/entry/R10857,1.1.3.47,K16873,1,1,,
R10861,https://www.genome.jp/entry/R10861,1.2.1.92,K20548,1,1,,
R10862,https://www.genome.jp/entry/R10862,1.2.1.92,K20548,1,1,,
R10896,https://www.genome.jp/entry/R10896,4.2.3.148,K20504,1,1,,
R10898,https://www.genome.jp/entry/R10898,4.2.3.150,K20505,1,1,,
R10899,https://www.genome.jp/entry/R10899,4.2.3.151,K20505,1,1,,
R10900,https://www.genome.jp/entry/R10900,5.5.1.25,K20549,1,1,,
R10901,https://www.genome.jp/entry/R10901,6.3.2.45,K02558,1,1,,
R10911,https://www.genome.jp/entry/R10911,1.2.5.2,,1,0,,
R10912,https://www.genome.jp/entry/R10912,1.2.5.2,,1,0,,
R10913,https://www.genome.jp/entry/R10913,1.7.3.6,,1,0,,
R10915,https://www.genome.jp/entry/R10915,1.11.1.19,K15733,1,1,,
R10916,https://www.genome.jp/entry/R10916,1.1.1.382;1.1.1.383,,2,0,,
R10920,https://www.genome.jp/entry/R10920,1.14.11.48,K23516,1,1,,
R10921,https://www.genome.jp/entry/R10921,1.14.14.126,K20667,1,1,,
R10922,https://www.genome.jp/entry/R10922,1.14.14.126,K20667,1,1,,
R10923,https://www.genome.jp/entry/R10923,1.14.14.126,K20667,1,1,,
R10924,https://www.genome.jp/entry/R10924,1.14.14.126,K20667,1,1,,
R10926,https://www.genome.jp/entry/R10926,1.14.19.10,K21705,1,1,,
R10941,https://www.genome.jp/entry/R10941,6.3.2.47,K22114,1,1,,
R10945,https://www.genome.jp/entry/R10945,4.2.1.155,K20036,1,1,,
R10946,https://www.genome.jp/entry/R10946,4.2.1.155,K20036,1,1,,
R10947,https://www.genome.jp/entry/R10947,4.2.1.155,K20036,1,1,,
R10962,https://www.genome.jp/entry/R10962,2.1.1.302,K21377,1,1,,
R10964,https://www.genome.jp/entry/R10964,2.1.1.304,K21460,1,1,,
R10968,https://www.genome.jp/entry/R10968,2.5.1.122,K21339,1,1,,
R10969,https://www.genome.jp/entry/R10969,2.5.1.123,K21340,1,1,,
R10971,https://www.genome.jp/entry/R10971,2.8.2.37,K21014,1,1,,
R10974,https://www.genome.jp/entry/R10974,3.13.1.4,K19966,1,1,,
R10976,https://www.genome.jp/entry/R10976,3.5.1.117,K19963,1,1,,
R10983,https://www.genome.jp/entry/R10983,3.1.1.59,K01063,1,1,,
R10984,https://www.genome.jp/entry/R10984,1.1.1.276,K05886,1,1,,
R10985,https://www.genome.jp/entry/R10985,1.1.1.387,K19711,1,1,,
R10986,https://www.genome.jp/entry/R10986,1.1.1.387,K19711,1,1,,
R10987,https://www.genome.jp/entry/R10987,2.4.1.329,K21350,1,1,,
R10999,https://www.genome.jp/entry/R10999,1.14.14.129,K20544,1,1,,
R11000,https://www.genome.jp/entry/R11000,1.14.14.129,K20544,1,1,,
R11001,https://www.genome.jp/entry/R11001,1.14.18.6,K19703,1,1,,
R11002,https://www.genome.jp/entry/R11002,1.14.18.4,K21704,1,1,,
R11003,https://www.genome.jp/entry/R11003,1.14.18.7,K19706,1,1,,
R11004,https://www.genome.jp/entry/R11004,1.14.19.15,K21709,1,1,,
R11005,https://www.genome.jp/entry/R11005,1.14.19.18,K13076,1,1,,
R11006,https://www.genome.jp/entry/R11006,1.14.19.19,K21733,1,1,,
R11009,https://www.genome.jp/entry/R11009,1.14.19.29,K21734,1,1,,
R11010,https://www.genome.jp/entry/R11010,1.14.19.29,K21734,1,1,,
R11011,https://www.genome.jp/entry/R11011,1.14.19.32,,1,0,,
R11012,https://www.genome.jp/entry/R11012,1.14.19.32,,1,0,,
R11015,https://www.genome.jp/entry/R11015,1.14.99.52,,1,0,,
R11016,https://www.genome.jp/entry/R11016,1.4.99.6,K19746,1,1,,
R11035,https://www.genome.jp/entry/R11035,1.1.1.389,,1,0,,
R11036,https://www.genome.jp/entry/R11036,1.1.1.390,,1,0,,
R11052,https://www.genome.jp/entry/R11052,1.13.11.82,K21822,1,1,,
R11053,https://www.genome.jp/entry/R11053,1.14.11.49,K25061,1,1,,
R11054,https://www.genome.jp/entry/R11054,1.14.14.130,K20496,1,1,,
R11056,https://www.genome.jp/entry/R11056,1.14.13.209,K21684,1,1,,
R11057,https://www.genome.jp/entry/R11057,1.14.19.37,,1,0,,
R11058,https://www.genome.jp/entry/R11058,1.14.19.37,,1,0,,
R11063,https://www.genome.jp/entry/R11063,2.1.1.10,K00547,1,1,,
R11070,https://www.genome.jp/entry/R11070,4.1.1.102,K20039,1,1,,
R11071,https://www.genome.jp/entry/R11071,4.1.1.102,K20039,1,1,,
R11075,https://www.genome.jp/entry/R11075,4.2.1.156,K20023,1,1,,
R11077,https://www.genome.jp/entry/R11077,4.2.1.158,K20022,1,1,,
R11078,https://www.genome.jp/entry/R11078,5.1.1.21,K20708,1,1,,
R11083,https://www.genome.jp/entry/R11083,5.5.1.27,K18983,1,1,,
R11085,https://www.genome.jp/entry/R11085,6.3.2.48,K22115,1,1,,
R11086,https://www.genome.jp/entry/R11086,2.5.1.124,K21341,1,1,,
R11087,https://www.genome.jp/entry/R11087,2.5.1.125,K21341,1,1,,
R11088,https://www.genome.jp/entry/R11088,2.5.1.126,,1,0,,
R11089,https://www.genome.jp/entry/R11089,2.5.1.127,,1,0,,
